Monkey #;No. of traits;Points;Background;Points;Fur;Points;Clothes;Points;Mouth;Points;Eyes;Points;Nose Wear;Points;Face Masks;Points;Ears;Points;Eye Wear;Points;Head;Points;Total Score 
400;2;1.87;Green;6.06;Red;11.11;Army jacket;45.45;Frown;1.64;Multicoloured;20.00;N/A;1.09;Hazard helmet;166.67;N/A;1.45;N/A;1.97;N/A;2.01;259.32
401;2;1.87;Green;6.06;Cream;12.50;Baseball jersey;40.00;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;93.87
402;2;1.87;Green;6.06;Cream;12.50;Turtleneck jumper;38.46;Frown;1.64;N/A;1.83;N/A;1.09;Gas mask;35.71;N/A;1.45;Ski mask;35.71;N/A;2.01;138.33
403;2;1.87;Green;6.06;Red;11.11;Gold chain;66.67;Goofy smile;18.52;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;132.06
404;3;5.38;Green;6.06;Zombie;14.29;Bandolier;66.67;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Man bun;52.63;183.13
405;2;1.87;Green;6.06;Red;11.11;Turtleneck jumper;38.46;Frown;1.64;N/A;1.83;N/A;1.09;Clown;125.00;N/A;1.45;N/A;1.97;Trapper hat;40.00;230.48
406;3;5.38;Green;6.06;Cream;12.50;Hawaiian shirt;71.43;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Long hair;45.45;172.25
407;2;1.87;Green;6.06;Cream;12.50;Army jacket;45.45;Frown;1.64;N/A;1.83;N/A;1.09;Machine;71.43;Stud earrings;11.90;N/A;1.97;N/A;2.01;157.75
408;2;1.87;Green;6.06;Robot;16.67;Striped t-shirt;43.48;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Vizor hat;55.56;147.42
409;3;5.38;Green;6.06;Red;11.11;Army jacket;45.45;Frown;1.64;Multicoloured;20.00;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;Bowler hat;58.82;208.53
410;2;1.87;Green;6.06;Zombie;14.29;Straight jacket;41.67;Frown;1.64;N/A;1.83;N/A;1.09;Leather;50.00;N/A;1.45;Eyebrow ring;31.25;N/A;2.01;153.16
411;2;1.87;Green;6.06;Robot;16.67;Double sword holster;62.50;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Ski mask;35.71;N/A;2.01;143.83
412;2;1.87;Green;6.06;Red;11.11;Turtleneck jumper;38.46;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;97.42
413;2;1.87;Green;6.06;Red;11.11;Baseball jersey;40.00;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Disco glasses;25.00;N/A;2.01;113.76
414;2;1.87;Green;6.06;Cream;12.50;Straight jacket;41.67;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Hard hat;50.00;139.56
415;3;5.38;Green;6.06;Cream;12.50;Police badge;47.62;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;Stud earrings;11.90;N/A;1.97;Beret;43.48;189.03
416;2;1.87;Green;6.06;Zombie;14.29;Puffa jacket;58.82;Missing teeth;16.13;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;121.67
417;2;1.87;Green;6.06;Zombie;14.29;Body armor;76.92;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Cyborg eye;27.78;N/A;2.01;150.74
418;3;5.38;Green;6.06;Cream;12.50;Waistcoat;55.56;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eyebrow ring;31.25;Spike helmet;41.67;171.43
419;2;1.87;Green;6.06;Red;11.11;Baseball jersey;40.00;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;97.67
420;2;1.87;Green;6.06;Cream;12.50;Baseball jersey;40.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Sailors hat;37.04;117.21
421;2;1.87;Green;6.06;Cream;12.50;Striped t-shirt;43.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Bandit mask;22.73;Man bun;52.63;146.59
422;2;1.87;Green;6.06;Cream;12.50;Baseball jersey;40.00;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Bandit mask;22.73;N/A;2.01;112.88
423;3;5.38;Green;6.06;Zombie;14.29;Gold chain;66.67;Frown;1.64;Wide eyed;14.29;N/A;1.09;Guy Fawkes;55.56;Stud earrings;11.90;N/A;1.97;N/A;2.01;180.86
424;3;5.38;Green;6.06;Red;11.11;Striped t-shirt;43.48;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Disco glasses;25.00;N/A;2.01;122.50
425;3;5.38;Green;6.06;Cream;12.50;Baseball jersey;40.00;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Spike helmet;41.67;140.19
426;3;5.38;Green;6.06;Red;11.11;Turtleneck jumper;38.46;Frown;1.64;N/A;1.83;N/A;1.09;Gas mask;35.71;N/A;1.45;Ski mask;35.71;Bowler hat;58.82;197.26
427;2;1.87;Green;6.06;Red;11.11;Straight jacket;41.67;Frown;1.64;Wide eyed;14.29;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;N/A;2.01;138.72
428;2;1.87;Green;6.06;Cream;12.50;Straight jacket;41.67;Frown;1.64;Wide eyed;14.29;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;N/A;2.01;140.11
429;2;1.87;Green;6.06;Zombie;14.29;Dinner suit;52.63;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Bandit mask;22.73;Punk hair;62.50;167.40
430;2;1.87;Green;6.06;Robot;16.67;Baseball jersey;40.00;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;Stud earrings;11.90;N/A;1.97;N/A;2.01;140.60
431;3;5.38;Green;6.06;Cream;12.50;Straight jacket;41.67;Frown;1.64;Wide eyed;14.29;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;Vizor hat;55.56;197.17
432;2;1.87;Green;6.06;Robot;16.67;Tuxedo;62.50;Frown;1.64;Red hypnotised;16.13;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;N/A;2.01;153.06
433;3;5.38;Green;6.06;Cream;12.50;Turtleneck jumper;38.46;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Disco glasses;25.00;N/A;2.01;125.54
434;3;5.38;Green;6.06;Red;11.11;Tuxedo;62.50;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Cyborg eye;27.78;Spike helmet;41.67;176.12
435;3;5.38;Green;6.06;Cream;12.50;Police badge;47.62;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Man bun;52.63;162.10
436;2;1.87;Green;6.06;Cream;12.50;Striped t-shirt;43.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Long hair;45.45;129.10
437;2;1.87;Green;6.06;Zombie;14.29;Gold chain;66.67;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;Trapper hat;40.00;178.54
438;2;1.87;Green;6.06;Red;11.11;Police badge;47.62;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Punk hair;62.50;152.94
439;3;5.38;Green;6.06;Cream;12.50;Army jacket;45.45;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Long hair;45.45;154.97
440;3;5.38;Green;6.06;Cream;12.50;Tuxedo;62.50;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Bandit mask;22.73;Long hair;45.45;176.24
441;2;1.87;Green;6.06;Zombie;14.29;Army jacket;45.45;Side smile;13.33;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;108.83
442;3;5.38;Green;6.06;Red;11.11;Shirt & sweater;50.00;Silver teeth;20.00;Wide eyed;14.29;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;125.12
443;3;5.38;Green;6.06;Red;11.11;Puffa jacket;58.82;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Punk hair;62.50;181.97
444;2;1.87;Green;6.06;Red;11.11;Dinner suit;52.63;Missing teeth;16.13;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;115.63
445;3;5.38;Green;6.06;Cream;12.50;FLAK vest;71.43;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Bandit mask;22.73;N/A;2.01;154.76
446;3;5.38;Green;6.06;Cream;12.50;Police badge;47.62;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Bandit mask;22.73;Beret;43.48;155.54
447;3;5.38;Green;6.06;Cream;12.50;Puffa jacket;58.82;Missing teeth;16.13;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Sailors hat;37.04;158.42
448;2;1.87;Green;6.06;Zombie;14.29;Police badge;47.62;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;Stud earrings;11.90;N/A;1.97;N/A;2.01;131.95
449;2;1.87;Green;6.06;Red;11.11;Shirt & sweater;50.00;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;105.28
450;2;1.87;Green;6.06;Zombie;14.29;Puffa jacket;58.82;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;Stud earrings;11.90;N/A;1.97;N/A;2.01;157.04
451;3;5.38;Green;6.06;Brown;3.45;Tuxedo;62.50;Frown;1.64;Fire;22.22;N/A;1.09;Cyborg;41.67;Stud earrings;11.90;N/A;1.97;N/A;2.01;159.89
452;2;1.87;Green;6.06;Brown;3.45;Puffa jacket;58.82;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;Stud earrings;11.90;N/A;1.97;N/A;2.01;132.31
453;2;1.87;Green;6.06;Brown;3.45;Double sword holster;62.50;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Bandit mask;22.73;N/A;2.01;117.63
454;2;1.87;Green;6.06;Brown;3.45;Puffa jacket;58.82;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Trapper hat;40.00;131.95
455;2;1.87;Green;6.06;Brown;3.45;Body armor;76.92;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Hard hat;50.00;161.89
456;2;1.87;Green;6.06;Dark brown;6.25;Waistcoat;55.56;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Disco glasses;25.00;N/A;2.01;115.76
457;2;1.87;Green;6.06;Brown;3.45;Tuxedo;62.50;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;Stud earrings;11.90;N/A;1.97;N/A;2.01;149.88
458;2;1.87;Green;6.06;Dark brown;6.25;Baseball jersey;40.00;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;Stud earrings;11.90;N/A;1.97;N/A;2.01;130.18
459;2;1.87;Green;6.06;Grey;10.00;Army jacket;45.45;Goofy smile;18.52;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;111.95
460;3;5.38;Green;6.06;Brown;3.45;Dinner suit;52.63;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;Stud earrings;11.90;N/A;1.97;Beret;43.48;184.99
461;2;1.87;Green;6.06;Brown;3.45;Sports jacket;29.41;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Top hat;66.67;137.14
462;3;5.38;Green;6.06;Grey;10.00;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;Stud earrings;11.90;N/A;1.97;Spike helmet;41.67;154.46
463;3;5.38;Green;6.06;Grey;10.00;Bulletproof vest;33.33;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Eyebrow ring;31.25;N/A;2.01;122.68
464;3;5.38;Green;6.06;Grey;10.00;Bone necklace;25.00;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Trapper hat;40.00;121.02
465;2;1.87;Green;6.06;Dark brown;6.25;Dungarees;34.48;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eyebrow ring;31.25;N/A;2.01;103.73
466;1;9.26;Aqua;4.26;Grey;10.00;Bulletproof vest;33.33;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;86.51
467;2;1.87;Aqua;4.26;Brown;3.45;Leather jacket;30.30;Frown;1.64;Cross;16.67;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;N/A;2.01;106.38
468;1;9.26;Aqua;4.26;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;N/A;2.01;96.41
469;2;1.87;Aqua;4.26;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eyebrow ring;31.25;Trapper hat;40.00;120.36
470;2;1.87;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;74.27
471;1;9.26;Aqua;4.26;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;75.67
472;1;9.26;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;72.34
473;2;1.87;Aqua;4.26;Grey;10.00;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;N/A;1.97;Hard hat;50.00;150.81
474;2;1.87;Aqua;4.26;Brown;3.45;Leather jacket;30.30;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;74.09
475;2;1.87;Aqua;4.26;Dark brown;6.25;Sports jacket;29.41;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Cyborg eye;27.78;N/A;2.01;95.78
476;1;9.26;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;65.91
477;2;1.87;Aqua;4.26;Grey;10.00;Sports jacket;29.41;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;84.17
478;2;1.87;Aqua;4.26;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;Cross;16.67;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;N/A;2.01;123.30
479;2;1.87;Aqua;4.26;Dark brown;6.25;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;Punk hair;62.50;159.01
480;2;1.87;Aqua;4.26;Brown;3.45;Lumberjack shirt;29.41;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;77.62
481;1;9.26;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;69.95
482;2;1.87;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eyebrow ring;31.25;N/A;2.01;93.10
483;2;1.87;Aqua;4.26;Brown;3.45;Basketball jersey;35.71;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Ski mask;35.71;N/A;2.01;102.02
484;2;1.87;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;80.83
485;1;9.26;Aqua;4.26;Dark brown;6.25;Basketball jersey;35.71;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;81.27
486;2;1.87;Aqua;4.26;Grey;10.00;Silver chain;26.32;Frown;1.64;Wide eyed;14.29;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;N/A;2.01;120.46
487;2;1.87;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Eyebrow ring;31.25;N/A;2.01;90.00
488;1;9.26;Aqua;4.26;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;72.05
489;2;1.87;Aqua;4.26;Brown;3.45;Leather jacket;30.30;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;Disco glasses;25.00;N/A;2.01;86.67
490;1;9.26;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;83.67
491;2;1.87;Aqua;4.26;Grey;10.00;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;Eyebrow ring;31.25;N/A;2.01;130.26
492;2;1.87;Aqua;4.26;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;Gas mask;35.71;N/A;1.45;Bandit mask;22.73;N/A;2.01;103.07
493;2;1.87;Aqua;4.26;Dark brown;6.25;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Spike helmet;41.67;99.43
494;2;1.87;Aqua;4.26;Dark brown;6.25;Sports jacket;29.41;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;81.90
495;2;1.87;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Disco glasses;25.00;N/A;2.01;95.44
496;1;9.26;Aqua;4.26;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;66.50
497;2;1.87;Aqua;4.26;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Bandit mask;22.73;N/A;2.01;78.41
498;1;9.26;Aqua;4.26;Brown;3.45;Sports jacket;29.41;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;75.85
499;1;9.26;Aqua;4.26;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;73.83
500;2;1.87;Aqua;4.26;Grey;10.00;Dungarees;34.48;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Bandit mask;22.73;N/A;2.01;101.03
501;1;9.26;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Spike helmet;41.67;99.18
502;2;1.87;Aqua;4.26;Brown;3.45;Bulletproof vest;33.33;Silver teeth;20.00;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;86.87
503;1;9.26;Aqua;4.26;Dark brown;6.25;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;N/A;2.01;104.76
504;2;1.87;Aqua;4.26;Dark brown;6.25;Silver chain;26.32;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Trapper hat;40.00;102.83
505;2;1.87;Aqua;4.26;Brown;3.45;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Ski mask;35.71;Beret;43.48;121.73
506;2;1.87;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Sailors hat;37.04;107.79
507;1;9.26;Aqua;4.26;Brown;3.45;Hoodie;25.64;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;68.75
508;1;9.26;Aqua;4.26;Grey;10.00;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;Leather;50.00;N/A;1.45;N/A;1.97;N/A;2.01;119.22
509;2;1.87;Aqua;4.26;Brown;3.45;Clock chain;27.78;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;70.80
510;1;9.26;Aqua;4.26;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Sailors hat;37.04;90.33
511;1;9.26;Aqua;4.26;Grey;10.00;Prison jumpsuit;33.33;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;82.99
512;2;1.87;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;N/A;1.97;Sailors hat;37.04;127.24
513;2;1.87;Aqua;4.26;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;Stud earrings;11.90;N/A;1.97;N/A;2.01;105.02
514;2;1.87;Aqua;4.26;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;Leather;50.00;N/A;1.45;Disco glasses;25.00;N/A;2.01;120.38
515;2;1.87;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;Fire;22.22;N/A;1.09;Leather;50.00;N/A;1.45;N/A;1.97;N/A;2.01;114.96
516;1;9.26;Aqua;4.26;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;N/A;2.01;115.85
517;2;1.87;Aqua;4.26;Dark brown;6.25;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Bandit mask;22.73;N/A;2.01;80.53
518;2;1.87;Aqua;4.26;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;Stud earrings;11.90;N/A;1.97;N/A;2.01;112.61
519;2;1.87;Aqua;4.26;Dark brown;6.25;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Eyebrow ring;31.25;N/A;2.01;91.19
520;2;1.87;Aqua;4.26;Grey;10.00;Puffer vest;31.25;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;81.59
521;1;9.26;Aqua;4.26;Brown;3.45;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Cyborg eye;27.78;N/A;2.01;85.33
522;1;9.26;Aqua;4.26;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;71.82
523;2;1.87;Aqua;4.26;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;Red hypnotised;16.13;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;N/A;2.01;108.87
524;1;9.26;Aqua;4.26;Grey;10.00;T-Shirt;24.39;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;71.67
525;1;9.26;Aqua;4.26;Dark brown;6.25;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;77.23
526;1;9.26;Aqua;4.26;Grey;10.00;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;Leather;50.00;N/A;1.45;N/A;1.97;N/A;2.01;107.90
527;2;1.87;Aqua;4.26;Brown;3.45;Leather jacket;30.30;Frown;1.64;Multicoloured;20.00;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;N/A;2.01;109.71
528;1;9.26;Aqua;4.26;Dark brown;6.25;Silver chain;26.32;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;71.88
529;2;1.87;Aqua;4.26;Brown;3.45;Clock chain;27.78;Side smile;13.33;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;80.74
530;1;9.26;Aqua;4.26;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;65.04
531;1;9.26;Aqua;4.26;Brown;3.45;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;N/A;1.97;N/A;2.01;96.80
532;1;9.26;Aqua;4.26;Grey;10.00;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Trapper hat;40.00;104.06
533;2;1.87;Aqua;4.26;Grey;10.00;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;Hard hat;50.00;112.90
534;1;9.26;Aqua;4.26;Brown;3.45;T-Shirt;24.39;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;71.02
535;2;1.87;Aqua;4.26;Dark brown;6.25;Silver chain;26.32;Goofy smile;18.52;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;79.34
536;1;9.26;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Bandit mask;22.73;N/A;2.01;80.28
